text,emotion
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯗꯨ,happy
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯣ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯍꯥꯏ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯣ,angry
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯣ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯃꯥꯡꯂꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯍꯥꯏ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯣ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
