Emotion,Text
joy, ka hna ka zo ta	
fear, hla nalh deuh in hria em  ka zai angai a ka zai thiam miahloa ania
joy, nipui lai hi chu avan nuam tak
neutral, hna kan thawk a nge
sadness, hmun dangah ka van awm chak tak
anger, ka phone battery a hmang zo ve alawm hmela chuh
sadness, ka chau tawp
fear, ka phone a incharge duh miah lo ania
fear, min rawn phone hramse aw ka ngaihtuah tawp
fear, tih tur ka ngah ropui si engtin nge ka tih dawn	
sadness, ka tihpalh lutuk aw
sadness, lengchuah dawn lai takin ruah an sur chuh
sadness, hna hmuh avan har ve
joy, hna thar ka hmu ve ta
sadness, tinge i rawn kal ve loh a
fear, ka hlau a nia a thikthu a chhe ropui sia
joy, chaw tui tak ka ei dawn
neutral, ti khan lo kal tawp rawh
fear, pawisa tam tawk ka mamawh ka buai tawp
sadness, i room a awm hi a nuam lo
fear, ka hlau lutuk a ka mu theilo
neutral, pawisa chu tlem azawng ka nei
sadness, ka theihnghilh deih alawm le a van pawi tak
sadness, he khawvel hrehawm zia hi
anger, khawvel hi ka hua
neutral, khawvel hi a bial
sadness, min duhlo
fear, khawvel hi tawp ang tih ka hlau
neutral, ka lu ka su
sadness, a pawi khawp mai
neutral, ka lu a nih hi
fear, ka pum ana lutuk ka hlau
joy, nizan ka va mutui ve
joy, i va zai thiam tak
fear, hna tam si hun tlem si
sadness, ka zai thei tawh lo 
sadness, pawi tak tak a ni
sadness, vawin nuam loh zia hi
joy, hna thawh hi a nuam tawp
anger, hna hi  ka haw ngawih ngawih
fear, ka chaw a kang ania engtin nge ka tih dawn
sadness, engmah pawh ka sawi peih lo 
fear, chaw ka chhum thiamlo ania
neutral, chaw ka ei mek
anger, chaw chhum pawh thiam lo mawl lutuk
fear, a va den em em ve
neutral, chaw i va chhum nasa em em ve
neutral, zai ang
fear, tu emaw khan min chhan teh u
joy, i va zai thiam em em ve
anger, i va mawl em em ve
fear, ka va thi nasa ve tinge a
fear, thihna
sadness, zai pawh ka zai peih lo
fear, trek chu a van tla nasa ve
sadness, trek in a deng a a thihphah alawm
joy, chaw ei avan tui
anger, trek chu ka va ning e aw
neutral, trek a tla
sadness, ka lung a ngai
sadness, mut ka chhak mahse ka theilo
neutral, mu ru
sadness, ka pu ka ngai
sadness, ngai ngawih ngawih
fear, ka pu a bo deih ania 
joy, ka naute piancham kan lawm
sadness, hna thawh a ngai a ka hman lo
sadness, ka lungngaih laiin thil ka ei thin
fear, hlauhna
sadness, ka ngai
fear, a hrang a nia aw
fear, ka hnar a rawn thi thut a ka hlauthawng deuh
fear, min chhang hram se aw min chhang duhlo ang tih ka hlau
neutral, min lo zui lawk mai
sadness, lungngaihna bak ka neilo
fear, ka lamthim lo ropui sia ka in ti zak ang tih ka hlau
fear, ka thawmhnaw ka tibo a min pui teh u
fear, min pui hram teh u
fear, puihna ka hmu zo lo
anger, ka thinrim khawp mai
fear, min be duh miahlo ka hlau
anger, mawla
sadness, ka thiamlo lutuk a ka lung a ngai tawp
neutral, lo leng rawh
neutral, leng deih ang
joy, ka lawm em em e
neutral, kha lem
sadness, kan thlahliam a ngai ta
anger, tenawm ve
neutral, kan mu tawh mai a nge
fear, miinn in min zui ania ka hlau
fear, enge ka tih tur ka theihnghilh deih ania
sadness, inchhir lutuk
sadness, ka inchhir tawp
neutral, ka hria e
sadness, ka khua a sik
fear, na chhawkna ei mai ka duh ka lu na hi a nasa lutuk
neutral, khawnge lehkha i zir
sadness, hun hi kal vat vat se ka ning
anger, kha hmun kha ka hua
sadness, ka hnung a na ka in entir dawn
neutral, hna kan thawk leh tawh ange
joy, ka hmaghaih lutuk che
neutral, ka hmu ngai miahlo
neutral, naktuk ah aw
fear, hna thawh ngei ngei ka ngai ania aw
neutral, ka zawt hman lo ania
neutral, ka vawi khat hmuhna
fear, ka pan in hruai hram se
fear, min lo hruai teh u
sadness, ka ngai ngawih ngawih che u
neutral, kan mu phawt ange
joy, ka fannu piancham kan lawm dawn
sadness, i be leh vat ang aw ka ngai lutuk che
neutral, ka mu
fear, tu emaw khan lo chhan te u
fear, ka taksa zawng zawng ana vek thil ka pawi a theng ka hlau
sadness, min kalsan lo hram hram teh
joy, ka haw thei hi ka lawm tawp
joy, lawm e
neutral, enge ni le
anger, ka ning khawp mai
fear, a chhiatloh beisei ang
fear, a  beisei bo khawp mai
sadness, ava pawi tak e aw
joy, hlim e
sadness, ngai che
sadness, ka ngai ngawih ngawih a hlim thin nen nen aw
neutral, karen a awm ta
neutral, ka chau lutuk
sadness, ngaihna
neutral, hahchawl ang
sadness, tawpna
neutral, khawnge i awm
sadness, a tawp ta
sadness, ka awm a nuamlo
neutral,a thuk khawp mai
joy, a va mawi ve
joy, mawi hle mai
neutral, inah ka mu 
fear, fail lo hram ila
fear, lo haw hram rawh aw
neutral, ka tleng chiah e
sadness, a va pawi thin tak em
neutral, tih tur ka nei tawhlo
sadness, ka ngai tawh che
anger,ka hua tak zet che u
anger, ka unaunu hi ka hua
anger, ka hna hi ka ning kawp mai
neutral, karleh ah aw
fear,lo ha ila a tha tur ania a pawi khawp mai
sadness, ka rilru  a hah
neutral, unau ka nei
fear, k mit a del ang tih ka hlu 
anger, ka ning ngawih ngawih
neutral, tarmit ka vuah
joy, vawin chu a nuam khawp mai
fear, rukru ka hlau
sadness, ka nghakhlel tawp che u
sadness, tinnge ka tih dawn ka computer a thi
sadness, ka bepawp  thei miahlo ka hlauthawng ania
fear, ka hlau ngawih ngawih
fear, kan chhak loh a va hlauhawm ve
fear, hmehriatloh lakah fimkhur rawh a a hlauhawm ania
neutral,vote ka thlak
fear, kawr hak tur ka neilo min pui teh u
fear, ka tichhe palh a min hrem ang tih ka hlau
neutral, vote i thlak ang u
sadness, a van hrehawm tak
sadness, a hrehawm khawp mai
sadness, ka rilru hi a hrehawm
neutral, chaw ei mek
joy, ka pass chhuak ve thei ta  ka van lawm
sadness, hrehawm e ka tho peihlo
fear, min tel ve loang tih ka hlau
fear,sikul kal ka va hlau tak em
sadness, ka thlai an thi vek
sadness, ka va kal hreh ve
fear, kar leh exam ka van hlauthawng tak em
neutral, tunkar a zo ta
fear, ka thiamlo si min  pui tu tur ka mamawh
sadness, ka ngaih tawh khawp mai
joy, ka kal a ngai lo van lawm tak
fear, an damlo ang tih k van hlau
fear, ka message a hmu loang tih ka hlau khawp mai
neutral, kan mu hma ange
sadness, ka phone ka hmang theiloa ka hrehawm khawp mai
joy, fiamthu hian min ti hlim veng veng zel
neutral, hun a in tlak ve zel e
anger, min hua ami a
anger, class hi ka haw ngawih ngawih
neutral, flim ka en dawn
sadness, ka tlawh hmanloa ka nuam lo
fear, buaina ka nei ania min pui ru
sadness, ka kal hman lo a van pawi tak em
anger, ka sam a tichhe ve alawm mawla chu
neutral, ka haw dawn chiah e
sadness,ka chau lutuk a hrehawm
sadness,internet a chhia a ninawm e
sadness, engmah pawh ka ei theilo a hreawm khawp mai
sadness, ninawm e karen a awm lo
sadness, a pawi thin ve le aw
fear,kan intlan siak dawn a ka tawlh tlu ang tih ka hlau
sadness,na ka lun an phallo a ninawm e
fear, ka hlauthawng lutuk a ka mu theilo
fear, swine flu vangin i thi ange ka hlau ania
anger, ka lawmlo ania aw
neutral, i va ho tak
neutral, concert ah ka kal dawn
sadness, k rilru a van hah tak
neutral, ka zin dawn 
neutral, thil  ka in
fear,chhiah hi ka hrethiamlo ka tisual ang tih ka hlau ania
joy, ka hmagaih tawp che
fear, tui ka neiloa ka hlauthawng deuh
neutral,ka hnar a za
neutral, nizanah news ka chhiar	
joy, ka lawm em em e
joy, avan han nuam tak em
fear, ruah chu an rawn sur thut maiah a hlauhawm
neutral, mu mai ang aw
neutral, vaccine kan la
fear, ka tleng hman lo ange aw a ka hlau ania
joy, a nuam e ka pass a
sadness, ka chau ngawih ngawih mai
joy, ka hmu leh thei che chu ka van lawm
fear, ka faten chaw an ei theiloa ka hlauthawng deuh
fear, hlauhthawng awm ve
sadness, ka add theilo che a ninawm tawp
anger, mi mawl ho chu ka thil an ru bo deih
fear, thlahrang film ka en a ka hlau raps mai
sadness, hna ah let a ngai a ninawm e
fear, ka awm a nuam lo puih ka ngai maithei ania
sadness, film chu min ti trap alawm
neutral, kum engzat nge i nih 
fear, ka thil ka tihbo ka hlau ania aw
sadness, ka hrethiam theilo
fear, ka nun dan hi ka hlau
fear, ka dawih teh mai ania aw
sadness, ka trah a chhuaka ka trap zawih zawih mai
joy, ka lawm tawp
fear, ka ngaihtuah teh mai che u ania aw
neutral, ho mai mai ka mu dawn
joy, kan chhak
neutral, a ho
joy, min lawmpui na zawng zawngah ka lawm e
neutral, tui ka hleuh thiamlo
sadness, ka rawn kal hman lo tur hi ka rilru a ti hah
sadness, thiante ka va ngai ve
neutral, class kal ang hmiang
sadness, hla chu ka trah a ti chhuak
sadness, ka trah a chhuak ngawih ngawih
joy, nimin kha a van han nuam em em ve ka hlim tawp
neutral, awle
joy, tui hi ka hmangaih tawp
neutral, a ho lutuk a tha e
fear, an rawn chhe thut mai ka hlau ania
sadness, mahni a mut hi chu a hrehawm
neutral, tinge a
sadness, phone thar ka mamawh
fear, ka phone a chhe thut mai
sadness, ka hmu leh theilo tur che hi ka hrehawm tawp
sadness, a damlo a a nuamlo ngawt ang
fear, ka hna ka zo hmanloang tih ka hlau ka damlo rei lutuk a
fear, ka ti nasa tak ang ti ka hlau
sadness, ka damlo a ka nuamlo tawp
fear, chaw ka ei loa ka chau ang tih ka hlau 
joy, karen a rawn awm ta
neutral, ta 
fear, ka kalsan che u  ngai dawn ka chesual ang tih ka hlau
sadness, ka trap zawih zawih alawm
joy, kan in hmuh hun chu a nuam ngawt ang
sadness, ka ngaituah lutuk che aw
fear, a bo ania a
fear, a bo deih maiah a hlauhthawn awm
neutral,tho ve thei chiah e
joy, he thil hi a tui tawp ka duh lutuk
fear, i bo deih a min ti hlauthawng alawm
sadness, ava nat hmel ve a
neutral, hna ka nie alawm
joy, lehkha zir hi chu a nuam tawp
neutral, mangtha mai u aw
sadness, tunah lo ka nuamlo lutuk
fear, a bo rei ve thil thalo a thleng a nge aw
fear, min kalsan suh aw
neutral, thawh veleh sikul kal ang aw
sadness, a nat hmel e a hrehawm
fear, min kalsan vek a ka hlau a lawm
fear, natna vangin min kalsan ang tih ka hlau
neutral, thil han zawt teh
joy, ka piancham kan lawm a a nuam lutuk
anger, ka pa vangin ka thawh hma angaih phah ka ngei lutuk
joy, miin min hruai dawn a nuam raps mai
sadness, ka hlawhchham der mai a
sadness, pum nat hi a hrehawm
sadness, ka ranvulh a dawmlo a
joy, ka thiante ka hmu leh theih hlauh hi chu ka lawm
fear, enge ka tihtur pawh ka hrethiamlo ka hlau ania
neutral, ka rawn thleng trep e
joy, kan duh te nena awm dun baka tha a awmlo
neutral, ka lo kal ang e aw
neutral, inah ka awm aw
sadness, tih theih nei ila ka va ti tak em
sadness, kan reiah hna thawh hi ka ning ngawih ngawih
neutral,in tho tawh em
sadness, thilo hram rawh ka tuar theilo ani aw
joy, a va lawmawm thin em
fear, mi zawng zawng in min kal bo san vek
fear, dam leh vat vat rawh aw
anger, enkim ka hua
fear, vawin khua chu a va huatthlak awm ve
fear, 	ka duhlet ania aw i ti bo a nge
sadness, tumah an awmlo hi chu a pawi khawp mai
neutral, kan inah ka awm lo
neutral, thla ka la thei miah lo
fear, ka mang chu thlahrang hlir ka hmu alawm le
joy, min puitute zawng zawngte
fear, a hlau ngawih ngawih min kalsan leh ang
neutral, kan inah piancham kan hmang ange aw
sadness, ka rilru a na  ngawih ngawih
neutral, ka hmu hmanlo a
joy, ka va nghakhlel tak em a nuam ngawt ang
sadness, ka ning ngawih ngawih vawin hi a ninawm 
sadness, ka thiannu a thi a
fear, tap chuan i kal loang u nagih a thalo
fear, 	tuman min ngaihsak loang tih te hi ka hlau ania	
joy, ka van duh tak che em
neutral, ka zo ta
sadness, ka diklo riau mai a
sadness, naktuk chu ka peihlo khawp mai ka diklo deuh a
neutral, a zo chiah e
fear, thlahrang a awm an ti ania aw
fear, thlahrang a rawn kal dawn
joy, kan dam tha a alawm
joy, mi han tihlim phawt mai ila
joy, ka nuih i ti za lutuk
joy, i va han nui nasa ve
joy, a van nuihzat thlak tak
joy, fiamthu i va han thawh thiam tak
joy, hlimna neih a ngai
joy, hlim veng veng mai a
joy, lawmman ka dawng
joy, pakhatna ka ni yeas
joy, nui vak mai rawh
joy, piancham i lawm ang u
joy, kan innei dawn
joy, inneihni a ni ta avan nuam
joy, ka nuam veng veng mai
joy, ka hmangaih ber nen kan innei dawn
joy, kan leng dawn 
joy, i rawn kal hi chuan a hlim veng veng zel ania
joy, tha taka pass bak baka nuam a awm lo
joy, i nula awm tluka nuam a awm a mawn le
joy, in in chu ava han nuam ve
joy, in lakah lawmthu ka sawi e
joy, min lawmpui avangin kan lawm e
joy, min rawn lawm pui ngei ngei ru
joy, i rawn kal hi chuan a dik vek mai thin
joy, lawmman ka dawng a
joy, pawisa min rawn pe hlawl mai
joy, christmas kan thleng leh ta
joy, ava ropui ve le
joy, thiamthil te han hrilh hi chu a nuam ania
joy, i va han tui em em vele
joy, hei tluka tui hi a awm dawn ami
joy, ropui hum hum hle mai a
joy, a va bawn turu em em ve
joy, i damtha tawh hi chu a lawmawm
joy, kan naui hmelthat zia hi aw
joy, he in chu a pui riap riap khawp mai
joy, thil thar ka dawng
joy, ka duh tak min rawn lei a
joy, ka duh apiang min lei 
joy, pawisa neih hi chu anuam ania
joy, hlim deuhin khawvel hi kan thlir veng veng teh ang
joy, thil min rawn hawn dawn bik bik
joy, ka nei bik bik
joy, i va nei tha ve
joy, ka duh tawps
joy, kha chu a nalh hle mai
joy, ruai kan threh ho ang chu
joy, ruaithrehni hi chu a nuam ania
joy, a tui lutuk ka ei zo thei loang
joy, pangpar chu ava mawi ve
joy, hei tluka thil mawi hi a awm dawn ami
joy, mawina
joy, ka tidik treuh mai 
joy,  ka van vannei tak
joy, ka vanei leh hlauh mai a
joy, vawiin chu ka va vannei e
joy, lehkha i va thiam turu ve
joy, ava lum nuam tak
joy, khua chu alum nuam tawp
joy, kan infiam dawn
joy, an infiam 
joy, khitah an in kawm ho kha
joy, zai nalh vele
joy, min ti ralmuang
joy, kutpui kan nei dawn 
joy, thil lawm tur kan nei bikah
joy, i pass kan lawm ang chu le
joy, i hlawhtling tawh khawp mai a
joy,nia ka hlawhtling ve hlauh mai
joy,fa ka nei ve trep tawh ania
joy,pa ka ni ve trep tawh ania
joy,nu ka ni ve trep tawh aw
joy,kan hnathawha hlawhtling bak baka pawimawh a awm ami le
joy,hna tha deuh ka nei alawm
joy,tha deuh khan kal mai mai teh
joy,min fiam bik ziah maiah
joy,ngaihzawng ka nei a
joy,ka ngaizawng che a
joy,ngawihzawng nen kan in hmu dawn
joy,ka nui nasa lutuk
joy,ka nui char char mai a
joy,fiamthu thawh thiam tawp
joy,ka hlim lutuk
joy,kan hlim alawm hei 
joy,ka hmangaih tawp che
joy,khawvel ka hmangaih che
joy,i bula kal mai mai hi avan nuam
joy,i bulah hi chun hun pawh hi a rei lo tawp
joy,i bulah awm tluka nuam a awm dawn a mi
joy,ka thiam hlir a rawn chhuak 
joy,ka nunah i pawimawh ber
joy,rei deuh hnua inhmuh leh chu avan han nuam tak
joy,kan inhmu leh thei chu a lawmawm tawp
joy,kutpui lawm ang u
joy,kut ah kan lam ang chu
joy,a va awl tak
joy,a awl pawlh leh anuam tin ani mai
joy,kan lam dual dual ang chu
joy,khi an lam thrup thrup mai alawm
joy,i van han lamthiam tak
joy,min zirtir dawn a 
joy,kan zirtirtu a tha lutuk ringawt
joy,he lehkhabu tluka chhiar nuam a awm loang
joy,exam kan zo ta
anger, i thinchhe lutuk 
anger, thinchhe pa 
anger, i va thinchhe tak 
anger, i va han chho em em ve
anger, ka thinrim zia hi i hrethiamlo
anger,ka thil hi vawi khat mah lo khawih tawh suh
anger,i va pawr ve
anger,insual ila a nia mai lawm
anger,kan sawisa dawn che
anger,a thinrim nasa sia
anger,min tih dan hi ka lawm lo
anger,thinthawk thut ka ching
anger,i va tum nasa ve
anger,a tum hmuk mai a
anger,nang zet chu i va tenawm e
anger,i ninawm tawh khawp mai
anger,trawng vak suh ka sawisa ang che
anger,ka beng ang che
anger,ka beng dawn khawp mai
anger,a thinrim laiin min sawisa 
anger,ka nu a thinrim lutuk
anger,ka chhungte an thinrim tawp
anger,ka pan min vin hrep dawn
anger,i va vin hler hlur ve
anger,vin vak vak suh a mawi lo
anger,ka thehdarh vek mai tur che a nia
anger,i chhak lo khawp ang
anger,ka nun min vin nasa lutuk
anger,khawlaiah an vin vak vak ngai lo a zahthlak
anger,insum hramhram teh
anger,thinrim loin insum hram teh u
anger,min cho a mi
anger,cho e
anger,thinchhe ve
anger,min beng lo chauh alawm a thinrim lutuk
anger,ka be peihlo che i thinchhe em mai
anger,thinchhe si a inawm
anger,ka ang leh tun tun tawp
anger,ang reng mai
anger,min angkhum reng maiah
anger,ka duhleh ka ang ang
anger,i sawi tur a awm lo zawnga
anger,zawnga i va zaktheilo ve
anger,thinrim laiin kut mit thlak
anger,a thinrim lutuk lo haw suh
anger,thin thawk thut thut ania
anger,i tih thinrim duhloh chuan engmah sawi suh
anger,an thinrim an insual alawm le
anger,engmaw ilo sawi ve zet zawt a
anger,ngawi hmak rawh ka thinrim hmain
anger,ka hlap dawn che
anger,intihbuai an ching a
anger,an intibuai a 
anger,ka lawmlo kawp mai min tih dan hi
anger,kan lungawilo teh mai ania aw
anger,i va lungawi loh hmel ve
anger,i lungawi loh leh lo kal lo tawp la ani mai alawm
anger,ka hmuh hun hunah a chhak loang
anger,i va chhaklo dawn tak em.
fear, hlauhna hi chu kan rilru ngaituahna vakvel atranga lo chhuak a ni
sadness,tumah min rawn call tur pawh ka nei lo
joy,mahni inhriatchiang hi hlim nan a pawimawh ani
joy,he lehkhabu ka chhiar hi chuan ka hlim veng veng zel
fear,mahni in pawnah pawh hei ka chhuak ngam lo
fear,naktuk thil lo thlengtur hi chu hlau loang u
joy, kha naupang hlim zia kha chu aw
fear, sakeibaknei hahum ri kan hriat chuan ka thin a phu dut dut mai alawm
joy, mahni duh duh danin a ziah theih hlauh mai
fear,lawmman ka dawng dawnlo amaw ka ti hman alawm le
anger,he zawhna har zia hi chua aw
fear,ka bialpan min sawisak hnu kha chuan ka khur zawih zawih alawm le
joy,christmas lawm nan bati kha han chhembelh teuh u khai
sadness, mi ka fiam dan hi internet ah tuman an hrethiam lo anih hi
sadness, thian hluite han hmuh hi chuan hmanlai min ti ngai ngawi ngawih alawm le
anger, kan chhanna a inang reng sia mark min pek tlem bik chu le 
fear, chukchu ni lo hlauh se ka van ti tak
fear, inhmel hriatirna neih a ngai dawn anih hi a
fear, ka pi lungphu thalo ka neih tir trep alawm le
sadness,zawhte pawm mai mai tur pawh ka neilo
joy, kan in ang i ti tak tak maw
joy, ka thiannu mo lawmna ah awm mek thil tha deuh ka dawng dawn
sadness, a thian tha tak a chan a lawm le
joy,hun reilote ah basketball kan khel dawn
sadness,nilenga ina awm reng hi ka  va ning tak em
joy,film ka en mek hmuhnawm khawp mai
fear, nau neih ka va hlau ve 
joy,thil zawnhmuh chu i vak chak tawh  awm ve
anger,ka thinrimna hi thil danga thlak dan i hrelo maw
neutral, enge i duh le
anger,ka thianpa nen ka in hnial hrep alawm le
joy, zin a hun taaaa
anger,thil ru duh turah min ngai ami a
fear, eng thil mah kan thlak danglam thei tak tak lo hi chu a va thalo tak em
fear,i hlauhna chu i rilru atranga lo piang mai mai ani
joy,vawiin hi kan inneih piancham vawi li na ania
fear, boruak a rawn nuam lo thut mai a
joy, kan nauten happy birthday hla an sa dawn chiah e
sadness, mahni chiah ha haw tur chu a
anger, kan threnawmte laka kan rilru put hmang chuan min va ti thinrim ve
anger,vawi khat pawh kha thil kha  a sawi leh chuan ka thinrim khawp ang
joy,ka thil dil an approve hlauh chu a ava lawm awm e
joy, kan in hlui han hmuh chuan a nuam khawp mai
fear, a hmu leh loang tih chu a hlau khawp mai
sadness, ka hna hi zawh hman hram i tum ang u khai a rei tawh em mai
fear, nga ti nge i khur zawih zawih reng a
fear, passenger te chu an hlauh hmel khawp mai
anger, tinge engmah a lo in rikawt lo ah
sadness, ka hria e keipawh ka in chhir khawp mai
